created_time,BI,BI_Simple,open,high,low,close,volume,BI_MA,BI_Simple_MA
2017-04-23,-0.5108256237659907,-0.25170068027210885,3170.29,3180.7940000000003,3158.6290000000004,3173.151,16476174000.0,-0.6716704212804008,-0.32125760942260934
2017-04-24,-0.9026850798183764,-0.42323767066035106,3164.248,3164.248,3111.215,3129.531,18627743400.0,-0.6711987508165475,-0.32103360578800755
2017-04-25,-0.6931471805599453,-0.3337792642140468,3123.8940000000002,3145.2670000000003,3117.449,3134.567,15341830700.0,-0.7020992350086077,-0.3352405477534537
2017-04-26,-0.663049149402666,-0.3204775022956841,3132.9179999999997,3152.953,3131.4179999999997,3140.847,16987810700.0,-0.7266600200333864,-0.3465153511231187
2017-04-27,-0.7629730383507887,-0.36441159749857877,3131.35,3155.0029999999997,3097.333,3152.187,21179307300.0,-0.716980214707395,-0.34239540768705173
2017-04-28,-0.3474635949854954,-0.1724137931034483,3144.022,3154.7270000000003,3136.578,3154.658,16288989900.0,-0.6631721768763648,-0.3179943874633255
2017-04-29,-0.3513978868378886,-0.17582417582417584,3144.022,3154.7270000000003,3136.578,3154.658,16288989900.0,-0.6026053173050923,-0.2910342689301732
2017-04-30,0.16332505610329962,0.08270676691729323,3144.022,3154.7270000000003,3136.578,3154.658,16288989900.0,-0.5129915679995246,-0.2476352265527833
2017-05-01,-0.26341745045214976,-0.13253012048192772,3144.022,3154.7270000000003,3136.578,3154.658,16288989900.0,-0.4697277561991494,-0.22738241712620244
2017-05-02,-0.45033086364703073,-0.22188449848024316,3147.228,3154.781,3136.539,3143.712,15422296200.0,-0.47819648117170316,-0.2313552535913271
2017-05-03,-0.7350443914488773,-0.3523809523809524,3138.3070000000002,3148.2859999999996,3123.7509999999997,3135.3459999999995,16376392400.0,-0.5006183579399919,-0.24142328080221148
2017-05-04,-0.7564982881402287,-0.3616734143049933,3127.1059999999998,3143.8179999999998,3111.3909999999996,3127.369,17796748500.0,-0.48599967877217704,-0.23526685516667567
2017-05-05,-0.7179052974790847,-0.34449339207048457,3114.7740000000003,3117.614,3092.092,3103.038,17621364100.0,-0.488475490464091,-0.23633826795231944
2017-05-06,-0.4882190691370768,-0.24044943820224718,3114.7740000000003,3117.614,3092.092,3103.038,17621364100.0,-0.470992482437532,-0.22833546154297574
2017-05-07,-0.7351113796589775,-0.35348837209302325,3114.7740000000003,3117.614,3092.092,3103.038,17621364100.0,-0.4682063165683509,-0.22724313900242019
2017-05-08,-0.9458670904495863,-0.4407894736842105,3090.065,3093.452,3067.6940000000004,3078.613,18052690400.0,-0.5280466661147599,-0.2540807070604964
2017-05-09,-0.8483681805150698,-0.4008097165991903,3064.848,3084.208,3056.558,3080.527,13506667400.0,-0.5777436954824781,-0.2765792611379979
2017-05-10,-0.8897185762711557,-0.41793460666882487,3078.173,3090.8190000000004,3051.59,3052.785,16079445200.0,-0.6830480587199236,-0.32664339849660967
2017-05-11,-0.821040029854895,-0.3890909090909091,3036.789,3063.5640000000003,3016.531,3061.5,19134190100.0,-0.738810316660198,-0.35229947735750783
2017-05-12,-0.4579253296575516,-0.2252410166520596,3054.112,3090.491,3051.8709999999996,3083.513,15968409900.0,-0.7395697632612501,-0.35263512917468953
2017-05-13,-0.667305949376058,-0.3240418118466899,3054.112,3090.491,3051.8709999999996,3083.513,15968409900.0,-0.7327959190539681,-0.3498012151212632
2017-05-14,-0.2578291093020998,-0.12915129151291513,3054.112,3090.491,3051.8709999999996,3083.513,15968409900.0,-0.6829290011701553,-0.3265490028420554
2017-05-15,-0.6208560693711253,-0.30132450331125826,3085.9320000000002,3098.913,3085.9320000000002,3090.2290000000003,13566072800.0,-0.6732240783593594,-0.32223211396613277
2017-05-16,-0.5563637525490454,-0.27159640635798205,3082.8720000000003,3113.512,3060.534,3112.9640000000004,17377556400.0,-0.6800385467005563,-0.32534681078170624
2017-05-17,-0.6869243851216762,-0.33111480865224624,3107.802,3119.5820000000003,3101.295,3104.442,16867415800.0,-0.675219847246826,-0.3231094544376286
2017-05-18,-1.0333566645955417,-0.475635593220339,3082.329,3103.441,3077.9629999999997,3090.139,14862003500.0,-0.6839688046614216,-0.32659406639124144
2017-05-19,-0.6157007530120405,-0.2988435788192331,3086.705,3095.4829999999997,3081.278,3090.631,12963523000.0,-0.6607020619111188,-0.3163974526132457
2017-05-20,-0.34927054976452243,-0.17406143344709898,3086.705,3095.4829999999997,3081.278,3090.631,12963523000.0,-0.6066572592604554,-0.29201013529107317
2017-05-21,-0.201421728167374,-0.10112359550561797,3086.705,3095.4829999999997,3081.278,3090.631,12963523000.0,-0.5446954290917034,-0.26321340393254405
2017-05-22,-0.9244158535159634,-0.43218552354181305,3087.171,3103.938,3063.153,3075.676,15368373000.0,-0.5913444814775446,-0.28390785462151935
2017-05-23,-0.9913556659987138,-0.4589302769818529,3069.3940000000002,3084.235,3050.842,3061.947,17831059900.0,-0.6237494531398102,-0.2973967011350357
2017-05-24,-0.7638498195076512,-0.36462585034013606,3047.5679999999998,3064.813,3022.303,3064.0759999999996,13981335300.0,-0.6743515241603654,-0.32094415701775786
2017-05-25,-0.4511783467731172,-0.22197802197802197,3055.343,3114.658,3052.8309999999997,3107.8309999999997,19139184100.0,-0.6573837519005645,-0.31300950888443424
2017-05-26,-0.327604786335892,-0.16260801256873528,3101.2859999999996,3120.663,3100.388,3110.059,15592348600.0,-0.6345078552792492,-0.3021106695055096
2017-05-27,-0.25131442828090605,-0.12562814070351758,3101.2859999999996,3120.663,3100.388,3110.059,15592348600.0,-0.5909468595951722,-0.2815620027106367
2017-05-28,-0.45314253127966914,-0.22388059701492538,3101.2859999999996,3120.663,3100.388,3110.059,15592348600.0,-0.532925446263585,-0.2563865030900953
2017-05-29,-0.3169117107667193,-0.15827338129496402,3101.2859999999996,3120.663,3100.388,3110.059,15592348600.0,-0.5030465420390529,-0.2423294833376684
2017-05-30,-0.24021553521285718,-0.12023460410557185,3101.2859999999996,3120.663,3100.388,3110.059,15592348600.0,-0.4921410405838863,-0.23694680040351565
2017-05-31,-0.7081421062880219,-0.3403041825095057,3125.325,3143.2790000000005,3111.5559999999996,3117.178,15295043000.0,-0.542813078395951,-0.26086485910390445
2017-06-01,-0.9567953482691212,-0.44521739130434784,3108.421,3113.5209999999997,3097.679,3102.623,16301571900.0,-0.5460510278712668,-0.26216804588015796
2017-06-02,-0.6266127373817238,-0.30371713508612874,3094.225,3110.389,3081.849,3105.54,14250492500.0,-0.5095767350095678,-0.2466467316905855
2017-06-03,-0.5444019192995949,-0.2672672672672673,3094.225,3110.389,3081.849,3105.54,14250492500.0,-0.48763194498876217,-0.2369108733832986
2017-06-04,-0.1568424714929697,-0.07894736842105263,3094.225,3110.389,3081.849,3105.54,14250492500.0,-0.4581983574607474,-0.22260780802760166
2017-06-05,-0.6452128144744094,-0.31235247836349334,3102.11,3105.506,3084.83,3091.656,13257030000.0,-0.48995916027459907,-0.23758225460707746
2017-06-06,-0.619850304241103,-0.3008130081300813,3084.54,3102.863,3078.7870000000003,3102.1259999999997,11343996300.0,-0.5268127478706188,-0.2551007413497338
2017-06-07,-0.13745296627770434,-0.06874427131072411,3101.761,3140.7740000000003,3098.9509999999996,3140.325,17322901400.0,-0.4952437913704224,-0.23958710877931372
2017-06-08,-0.462313972340317,-0.22761596548004315,3136.4709999999995,3153.264,3132.828,3150.3340000000003,15227765900.0,-0.5097840175277821,-0.24652136719782164
2017-06-09,-0.30084911852622054,-0.14953271028037382,3147.453,3165.92,3146.1079999999997,3158.4,16013633400.0,-0.5158473758591184,-0.24945117781530185
2017-06-10,-0.29316153821640645,-0.14691943127962084,3147.453,3165.92,3146.1079999999997,3158.4,16013633400.0,-0.4743493190519569,-0.23011270269231338
2017-06-11,-0.2631108117212756,-0.13191489361702127,3147.453,3165.92,3146.1079999999997,3158.4,16013633400.0,-0.4049808653971724,-0.1987824529235807
2017-06-12,-0.6716053367851905,-0.32408435072142067,3149.527,3164.95,3135.3140000000003,3139.877,14672942500.0,-0.409480125337519,-0.2008191744871099
2017-06-13,-0.4119436129513673,-0.203559510567297,3134.009,3155.99,3131.0429999999997,3153.743,12831827900.0,-0.39623429470269617,-0.1944483988171129
2017-06-14,-0.6168947490601897,-0.2995555555555556,3146.748,3149.173,3125.355,3130.6740000000004,13834704200.0,-0.4422395224594181,-0.21650921753056318
2017-06-15,-0.4412167990720071,-0.21758737316798196,3125.587,3137.585,3117.0840000000003,3132.486,14695424500.0,-0.42183992091917794,-0.207032707011012
2017-06-16,-0.34279400114538866,-0.17006802721088435,3126.373,3134.2509999999997,3117.857,3123.1659999999997,12965275800.0,-0.3941342906096065,-0.19395820891909232
2017-06-17,-0.25982511794881463,-0.13043478260869565,3126.373,3134.2509999999997,3117.857,3123.1659999999997,12965275800.0,-0.40637150577671743,-0.20012726004888948
2017-06-18,-0.16400297627026997,-0.08256880733944955,3126.373,3134.2509999999997,3117.857,3123.1659999999997,12965275800.0,-0.37654040616971274,-0.18562254423483013
2017-06-19,-0.24329835329267002,-0.12137203166226913,3122.158,3146.77,3121.7790000000005,3144.3740000000003,13489175800.0,-0.37078532964635763,-0.18280647637301967
2017-06-20,-0.5484328756956771,-0.2681318681318681,3148.0190000000002,3150.465,3134.611,3140.014,14119180200.0,-0.39631246339428466,-0.19492772005824438
2017-06-21,-0.6801176802696114,-0.32788671023965144,3148.986,3157.028,3132.617,3156.212,13668826800.0,-0.43801315024911824,-0.2145249017205074
2017-06-22,-0.8163356347832368,-0.3872778297474275,3152.242,3186.982,3146.643,3147.453,19134400600.0,-0.45248618004892294,-0.22084424962310809
2017-06-23,-0.6137236505257341,-0.2978622327790974,3138.4440000000004,3158.047,3118.095,3157.873,15484364800.0,-0.4726641838063596,-0.23027452184428815
2017-06-24,-0.20148205453303036,-0.10121457489878542,3138.4440000000004,3158.047,3118.095,3157.873,15484364800.0,-0.4311229143536437,-0.21044042377861114
2017-06-25,-0.12744494656812036,-0.06422018348623854,3138.4440000000004,3158.047,3118.095,3157.873,15484364800.0,-0.399745729103255,-0.19510370481043676
2017-06-26,-0.24332421982138336,-0.12135922330097088,3157.002,3187.889,3156.9770000000003,3185.4440000000004,17357921100.0,-0.3897987509708545,-0.19023282441944542
2017-06-27,-0.47715703656428077,-0.23476005188067445,3183.42,3193.461,3172.4629999999997,3191.197,14820119800.0,-0.41153194283240113,-0.2006653513466433
2017-06-28,-0.6637126799848938,-0.32079021636876764,3183.633,3193.44,3170.7859999999996,3173.2009999999996,14651672000.0,-0.4615029132038635,-0.22448749224957507
2017-06-29,-0.29289235591718793,-0.14578005115089515,3174.9809999999998,3188.7740000000003,3174.284,3188.063,12875547000.0,-0.46646231346631534,-0.22692829419843769
2017-06-30,-0.34337940145748774,-0.17040358744394618,3176.948,3193.241,3171.57,3192.427,12146454300.0,-0.44595696604249635,-0.21715546612964548
2017-07-01,0.0,0.0,3176.948,3193.241,3171.57,3192.427,12146454300.0,-0.3779451980155352,-0.18436679510568035
2017-07-02,-0.2602830982636664,-0.13095238095238096,3176.948,3193.241,3171.57,3192.427,12146454300.0,-0.32233994436357827,-0.15873425022617568
2017-07-03,-0.44672022181515136,-0.22033898305084745,3191.998,3196.2859999999996,3177.0240000000003,3195.9120000000003,14030571700.0,-0.30563960149252,-0.1509819252533507
2017-07-04,-0.6077651318330054,-0.2953285827395091,3192.889,3193.0640000000003,3174.3140000000003,3182.804,14111496700.0,-0.3462679092225175,-0.17039332603742308
2017-07-05,-0.2757629802145705,-0.1372013651877133,3179.217,3207.31,3174.708,3207.134,14829648300.0,-0.36109971258716256,-0.17769144420757055
2017-07-06,-0.7337777692034556,-0.3516312791299845,3203.863,3215.95,3188.7729999999997,3212.4440000000004,17580928700.0,-0.4101450675253697,-0.20071864979047188
2017-07-07,-0.17688886978072763,-0.08833922261484099,3203.823,3219.5229999999997,3195.2909999999997,3217.9570000000003,17671541600.0,-0.3801182508470144,-0.18607656686388854
2017-07-08,0.19761024930904492,0.09923664122137404,3203.823,3219.5229999999997,3195.2909999999997,3217.9570000000003,17671541600.0,-0.2939859579176205,-0.14407388110487435
2017-07-09,0.0422598092898826,0.02127659574468085,3203.823,3219.5229999999997,3195.2909999999997,3217.9570000000003,17671541600.0,-0.26047074139691345,-0.12736821641531676
2017-07-10,-0.4576821900902786,-0.22525107604017217,3208.4629999999997,3223.34,3203.2090000000003,3212.632,19892801000.0,-0.2719010202601925,-0.13285296527493937
2017-07-11,-0.6308932142933966,-0.30565371024734983,3201.5170000000003,3226.908,3199.224,3203.038,18783726200.0,-0.33499034168953223,-0.16341833629967434
2017-07-12,-0.6791458748278522,-0.3273316528628016,3201.929,3215.196,3177.935,3197.5440000000003,18690088000.0,-0.3768766193459508,-0.1830562634907164
2017-07-13,-0.48335681473724595,-0.23733333333333334,3192.362,3219.268,3190.3390000000004,3218.163,19530361100.0,-0.38054027863816026,-0.184755698518965
2017-07-14,-0.3217013196492835,-0.1596039603960396,3212.032,3222.978,3204.853,3222.417,16012677300.0,-0.3519338974197881,-0.17118323628461804
2017-07-15,-0.47473923399156975,-0.23414634146341465,3212.032,3222.978,3204.853,3222.417,16012677300.0,-0.371831522797488,-0.18087773391218817
2017-07-16,-0.31296222912485944,-0.15601023017902813,3212.032,3222.978,3204.853,3222.417,16012677300.0,-0.3297499687896284,-0.16131562901709254
2017-07-17,-0.8689105253930841,-0.40915718868474776,3219.7909999999997,3230.3540000000003,3139.5040000000004,3176.465,26620527400.0,-0.3989521343508641,-0.19339742562408319
2017-07-18,-0.70807728769052,-0.34022257551669316,3159.732,3187.671,3150.1279999999997,3187.567,19062306000.0,-0.4895208880508205,-0.23734334729788992
2017-07-19,-0.17799539562181305,-0.08885464817668208,3181.402,3232.941,3179.73,3230.9759999999997,27242072600.0,-0.5115464085419901,-0.24835647169002623
2017-07-20,-0.2769375331688037,-0.13777191825972313,3227.506,3246.236,3225.433,3244.865,23210839200.0,-0.4934719428498425,-0.23960855591198132
2017-07-21,-0.25824540015665115,-0.12858094603597603,3236.5879999999997,3247.712,3231.9559999999997,3237.982,20600325100.0,-0.456207161436168,-0.22190127949084398
2017-07-22,-0.17327172127403667,-0.08695652173913043,3236.5879999999997,3247.712,3231.9559999999997,3237.982,20600325100.0,-0.4056197460807865,-0.19786376637847686
2017-07-23,0.06402185876493102,0.03225806451612903,3236.5879999999997,3247.712,3231.9559999999997,3237.982,20600325100.0,-0.3508818787305688,-0.17090462659353062
2017-07-24,-0.26959999213742153,-0.13419257012888552,3230.8979999999997,3261.105,3230.071,3250.599,23305639900.0,-0.3456717459793826,-0.1683634875668152
2017-07-25,-0.6510759666392583,-0.3149100257069409,3249.138,3261.645,3233.138,3243.6890000000003,20557387300.0,-0.3633054192441515,-0.17643985599116782
2017-07-26,-0.5218612804830294,-0.2554112554112554,3244.461,3264.848,3228.039,3247.675,21354200500.0,-0.38419532437996845,-0.18637995851439054
2017-07-27,-0.30889444430507856,-0.1534195933456562,3243.765,3251.926,3220.637,3249.781,22848594500.0,-0.3281937162711679,-0.16080619898048137
2017-07-28,-0.10211292712707733,-0.051094890510948905,3240.173,3256.3709999999996,3232.9629999999997,3253.24,18222688000.0,-0.2675972802148236,-0.13189343047990695
2017-07-29,0.2087548138621102,0.10483870967741936,3240.173,3256.3709999999996,3232.9629999999997,3253.24,18222688000.0,-0.22892225926643128,-0.11252409469449683
2017-07-30,0.17740754199152556,0.0889487870619946,3240.173,3256.3709999999996,3232.9629999999997,3253.24,18222688000.0,-0.18348775175039836,-0.08985202416232504
2017-07-31,-0.20349655393041327,-0.10157618213660245,3252.752,3276.946,3251.1940000000004,3273.028,24603944000.0,-0.17801286712777456,-0.08715154777238768
2017-08-01,-0.1820966102178177,-0.09090909090909091,3274.369,3292.638,3273.5040000000004,3292.638,23719459400.0,-0.17889535602215265,-0.08754680468938374
2017-08-02,-0.42379520804205534,-0.208955223880597,3288.518,3305.4309999999996,3282.038,3285.0570000000002,26673062800.0,-0.22767706270285132,-0.11166813352905633
2017-08-03,-0.4193914178063588,-0.2069408740359897,3279.986,3293.369,3262.155,3272.929,23327700400.0,-0.24265620526974505,-0.11894296391976675
2017-08-04,-0.45305407093196237,-0.22302158273381295,3269.3179999999998,3287.1929999999998,3261.3070000000002,3262.0809999999997,27590634000.0,-0.22285401569901547,-0.10975411962245396
2017-08-05,-0.11211729812070612,-0.056451612903225805,3269.3179999999998,3287.1929999999998,3261.3070000000002,3262.0809999999997,27590634000.0,-0.18187961746278314,-0.089858155371651
2017-08-06,-0.07512063046810806,-0.037800687285223365,3269.3179999999998,3287.1929999999998,3261.3070000000002,3262.0809999999997,27590634000.0,-0.1585022360790861,-0.07829626476560772
2017-08-07,-0.08819271203546085,-0.044142614601018676,3257.67,3280.1040000000003,3243.715,3279.4570000000003,23117337900.0,-0.15711021456992444,-0.07760103717461468
2017-08-08,-0.2871454478078329,-0.14285714285714285,3277.1890000000003,3285.4829999999997,3269.658,3281.873,25204353700.0,-0.20670024073691873,-0.10237062242807089
2017-08-09,-0.41559690703857133,-0.20519059205190593,3277.808,3277.9429999999998,3263.847,3275.573,23559790700.0,-0.2660006856399284,-0.13178456033946095
2017-08-10,-0.7156516464703271,-0.3436185133239832,3269.735,3282.5190000000002,3236.183,3261.7490000000003,24068462200.0,-0.3172161948939198,-0.15598879345819902
2017-08-11,-0.7562257913379469,-0.3612565445026178,3237.922,3245.116,3200.748,3208.5409999999997,26296299500.0,-0.3746291130059327,-0.1830235388175517
2017-08-12,-0.2170645052378275,-0.10884353741496598,3237.922,3245.116,3200.748,3208.5409999999997,26296299500.0,-0.3539560427255099,-0.1730123701709886
2017-08-13,-0.2780942712966274,-0.1390728476821192,3237.922,3245.116,3200.748,3208.5409999999997,26296299500.0,-0.3398263280745367,-0.16622556753560155
2017-08-14,-0.25423413838424086,-0.12664473684210525,3206.0440000000003,3240.052,3206.0440000000003,3237.36,19034679600.0,-0.3199443348197646,-0.1565878829464308
2017-08-15,-0.4234338016509809,-0.208955223880597,3235.23,3263.5890000000004,3235.1009999999997,3251.262,18229799700.0,-0.3510759851727921,-0.17183824404416792
2017-08-16,-0.43736965462690963,-0.21568627450980393,3247.853,3248.785,3228.8709999999996,3246.4509999999996,17685205100.0,-0.3873008875886722,-0.18962680276662597
2017-08-17,-0.150282203049338,-0.07515657620041753,3253.8459999999995,3269.139,3251.4590000000003,3268.43,20362255100.0,-0.3935098366900599,-0.19272819892656587
2017-08-18,-0.3958650343791451,-0.19563822963438102,3253.243,3275.0759999999996,3248.083,3268.724,19112248300.0,-0.4043817953471911,-0.19800630760428967
2017-08-19,0.0,0.0,3253.243,3275.0759999999996,3248.083,3268.724,19112248300.0,-0.362822104643334,-0.17748724839909907
2017-08-20,-0.10638040355857173,-0.05365853658536585,3253.243,3275.0759999999996,3248.083,3268.724,19112248300.0,-0.30189498035215845,-0.14849125072523733
2017-08-21,-0.035638515447358736,-0.017857142857142856,3274.5809999999997,3287.5190000000002,3270.475,3286.906,18612248300.0,-0.22983625276309963,-0.11415131056068986
2017-08-22,-0.4322997916203157,-0.2131637995512341,3287.615,3293.4759999999997,3274.941,3290.2259999999997,18653799100.0,-0.2513597814013484,-0.12458333677431668
2017-08-23,-0.6273074230644023,-0.3040326234707748,3283.797,3299.4570000000003,3274.44,3287.705,17983220800.0,-0.2862810965781259,-0.14107931435318224
2017-08-24,-0.7242377676299764,-0.3473774720550301,3287.9590000000003,3297.989,3266.3590000000004,3271.512,16346893700.0,-0.3332814595026995,-0.1631525878744747
2017-08-25,-0.1106796771354262,-0.055322128851540614,3271.461,3331.915,3271.461,3331.522,20583948200.0,-0.302006047051144,-0.14778927837156908
2017-08-26,0.14723023698268461,0.07395498392282958,3271.461,3331.915,3271.461,3331.522,20583948200.0,-0.2435460578901846,-0.11882515252830572
2017-08-27,0.05264373348542188,0.026490066225165563,3271.461,3331.915,3271.461,3331.522,20583948200.0,-0.2232534642367086,-0.10866048828574741
2017-08-28,0.030447316807593747,0.015240328253223915,3336.1259999999997,3375.034,3336.1259999999997,3362.651,25746143800.0,-0.18062222911803474,-0.08757263249698692
2017-08-29,-0.22875628821916713,-0.11407160699417153,3362.06,3374.595,3354.4629999999997,3365.2259999999997,21950453500.0,-0.20349785793995143,-0.09897979319640407
2017-08-30,-0.3298824269421573,-0.16377649325626203,3361.821,3376.6479999999997,3357.08,3363.627,24686331200.0,-0.22584806027831,-0.1099915888634937
2017-08-31,-0.3312228807350691,-0.1643535427319211,3361.462,3367.3579999999997,3340.687,3360.81,23441978100.0,-0.25540649680708105,-0.12464122885097154
2017-09-01,-0.14242034004176862,-0.07122507122507123,3365.991,3381.925,3358.472,3367.119,28249758400.0,-0.22641855164922636,-0.11044735601835524
2017-09-02,0.011049836186584935,0.00558659217877095,3365.991,3381.925,3358.472,3367.119,28249758400.0,-0.16258282572412766,-0.07948543445340066
2017-09-03,-0.040821994520255166,-0.020618556701030927,3365.991,3381.925,3358.472,3367.119,28249758400.0,-0.09424124841315554,-0.04680954291800075
2017-09-04,-0.09753487482643605,-0.04883227176220807,3369.719,3381.403,3359.131,3379.583,26742784900.0,-0.09292676818225654,-0.04616055720906749
2017-09-05,-0.26051100810352074,-0.1297709923664122,3377.197,3390.823,3371.571,3384.317,21655294600.0,-0.13370089269087707,-0.06653315483799167
2017-09-06,-0.3078847797693004,-0.1530317613089509,3372.428,3391.011,3364.765,3385.389,22909078500.0,-0.1697537440163493,-0.08448533759140332
2017-09-07,-0.516725345893179,-0.25313653136531367,3383.6279999999997,3387.796,3363.177,3365.4970000000003,22111868500.0,-0.22447101028642655,-0.11132302355325707
2017-09-08,-0.44967120061266,-0.22148760330578512,3364.428,3380.89,3353.688,3365.243,19840518400.0,-0.24656250152577588,-0.12206462318441842
2017-09-09,-0.2614797000577569,-0.13131313131313133,3364.428,3380.89,3353.688,3365.243,19840518400.0,-0.23972222883733588,-0.11881828699010535
2017-09-10,-0.1495317339709637,-0.07537688442211055,3364.428,3380.89,3353.688,3365.243,19840518400.0,-0.22155311416092532,-0.1099206211591243
2017-09-11,-0.18406980898748398,-0.09199522102747909,3365.3509999999997,3384.81,3360.046,3376.4190000000003,21901101900.0,-0.22571806105549688,-0.11199763613936506
2017-09-12,-0.3785694232861036,-0.18735177865612648,3381.487,3391.0690000000004,3370.8520000000003,3379.488,27291031900.0,-0.26467998700276574,-0.1312914732228548
2017-09-13,-0.5368408629072264,-0.2626552053486151,3374.719,3387.14,3366.5409999999997,3384.147,19455071500.0,-0.31428187384146283,-0.15549513808761323
2017-09-14,-0.7040050505319944,-0.3386396526772793,3383.47,3391.6440000000002,3361.3340000000003,3371.426,22130648700.0,-0.37492889141201863,-0.18447587617912037
2017-09-15,-0.5606005245979622,-0.27352572145545795,3365.145,3365.528,3345.328,3353.619,21976581600.0,-0.40493784306146274,-0.1988513490880249
2017-09-16,0.0,0.0,3365.145,3365.528,3345.328,3353.619,21976581600.0,-0.3741493650845327,-0.18354817295712983
2017-09-17,0.08223809823697201,0.041474654377880185,3365.145,3365.528,3345.328,3353.619,21976581600.0,-0.3142530206715176,-0.15408705438281042
2017-09-18,-0.2682639865946794,-0.1336405529953917,3352.513,3371.7490000000003,3352.513,3362.8590000000004,19031967600.0,-0.2961122992697195,-0.14530234935177108
2017-09-19,-0.6474589963885173,-0.3132932531730127,3365.532,3370.401,3344.705,3356.845,19112969100.0,-0.33471022890279556,-0.16350036153775924
2017-09-20,-0.4487902328465381,-0.22113502935420742,3352.185,3370.098,3346.5359999999996,3365.9959999999996,19219666100.0,-0.36463607879035304,-0.17807617603096892
2017-09-21,-0.5819804851249804,-0.28345323741007195,3364.698,3377.884,3356.875,3357.812,19744869500.0,-0.4044271464041026,-0.19722197766922822
2017-09-22,-0.2648694849844282,-0.13179026924893716,3347.157,3356.4509999999996,3334.985,3352.5290000000005,17923400700.0,-0.39305715257393514,-0.1916658267285093
2017-09-23,0.48324280915084866,0.23769338959212377,3347.157,3356.4509999999996,3334.985,3352.5290000000005,17923400700.0,-0.2910487853681276,-0.1416309672344354
2017-09-24,-0.22024079165624838,-0.1111111111111111,3347.157,3356.4509999999996,3334.985,3352.5290000000005,17923400700.0,-0.24267235948055302,-0.11887811307781859
